name,rank,brewery,style,n_ratings,avg_rating,beer_info_page,abv,BA_official_score,ranking_vs_all,rating_deviation,location,status,last_rated,date_added,n_wants,n_gots,country,state,style_family,substyle,notes
Pick Six Pilsner,70,Pizza Port Solana Beach,Pilsner - Bohemian / Czech,81,3.88,/beer/profile/1337/171769/,5.2,87.0,17477,7.73,California,Active,"Jun 17, 2020",2015-05-11,4,15,USA,California,Pilsner,Bohemian / Czech,None
Tooth & Claw,71,Off Color Brewing,Pilsner - Bohemian / Czech,138,3.87,/beer/profile/31678/111541/,5.0,87.0,17933,10.59,Illinois,Active,"May 24, 2022",2014-01-29,5,18,USA,Illinois,Pilsner,Bohemian / Czech,"John likes bees. John’s like of bees led him to hanging out with other people who like bees. Some of the other people who like bees work at The Field Museum. The Field Museum was opening a bistro and bar. John was opening a brewery. And that is pretty much the story of how Off Color and The Field Museum collaborated to make this crisp, clean pilsner with a dry-hopped bite far inferior to Sue’s."
Matsurika,72,Japas Cervejaria,Pilsner - Bohemian / Czech,23,3.94,/beer/profile/53187/390003/,5.0,88.0,15145,6.09,Brazil,Active,"May 22, 2022",2018-12-29,1,1,Brazil,,Pilsner,Bohemian / Czech,"One of the highlights of Japanese cuisine is the tea. And one of the most delicate and flavorful Asian teas is made using the jasmine petals, called Matsurika in Japan. We added these petals to the recipe of a Pilsen, a soft and delicate beer, bringing floral notes to the aroma and palate.  27 IBU"
Technical Ecstasy,73,2nd Shift Brewing,Pilsner - Bohemian / Czech,75,3.88,/beer/profile/24428/178310/,5.4,87.0,17473,9.02,Missouri,Active,"Dec 10, 2021",2015-06-21,5,6,USA,Missouri,Pilsner,Bohemian / Czech,None
Buoy Czech-Style Pilsner,74,Buoy Beer Company,Pilsner - Bohemian / Czech,65,3.88,/beer/profile/34327/125393/,6.2,87.0,17457,8.76,Oregon,Active,"May 21, 2022",2014-06-17,1,8,USA,Oregon,Pilsner,Bohemian / Czech,None
Hera Pils,75,Fort Hill Brewery,Pilsner - Bohemian / Czech,42,3.89,/beer/profile/37302/207643/,5.7,87.0,16975,10.03,Massachusetts,Active,"May 07, 2022",2015-12-28,1,9,USA,Massachusetts,Pilsner,Bohemian / Czech,"A traditionally brewed Czech-style Pilsner. Dangerously light and refreshing, this brew uses exclusively Pilsen malt. Czech and Nugget hops give this Pilsner a delicate hop flavor. She gets her name from the goddess Hera, Queen of the Gods."
Golden Pilsner,76,Fremont Brewing Company,Pilsner - Bohemian / Czech,54,3.88,/beer/profile/20680/460353/,4.5,87.0,17435,7.47,Washington,Active,"Feb 03, 2022",2020-01-17,1,1,USA,Washington,Pilsner,Bohemian / Czech,"Bohemian Pilsner Malt, White Wheat, and Acidulated Malt with Czech Saaz hops.  20 IBU"
Paradox Pilsner,77,Paradox Brewery,Pilsner - Bohemian / Czech,66,3.87,/beer/profile/32575/100327/,5.0,87.0,17855,8.79,New York,Active,"Aug 05, 2021",2013-10-04,0,14,USA,New York,Pilsner,Bohemian / Czech,"A cross between a Czech and German style lager. We use an old world pilsner malt to provide a bready background and hop this beer with a blend of noble hops. Crisp and highly drinkable.  33 IBU  Awards – Bronze Medal, The Great International Beer Festival, 2015"
Slugger,78,Sly Fox Brewing Company,Pilsner - Bohemian / Czech,14,3.97,/beer/profile/1853/478731/,5.2,88.0,14561,4.28,Pennsylvania,Active,"Apr 27, 2022",2020-04-12,0,0,USA,Pennsylvania,Pilsner,Bohemian / Czech,None
Czech mix,79,Back East Brewing Company,Pilsner - Bohemian / Czech,11,4.0,/beer/profile/29556/451201/,4.9,88.0,13979,3.75,Connecticut,Active,"Jun 01, 2022",2019-11-24,0,0,USA,Connecticut,Pilsner,Bohemian / Czech,None
The Heiress,80,Societe Brewing Co.,Pilsner - Bohemian / Czech,32,3.89,/beer/profile/28994/189704/,5.3,87.0,17008,9.25,California,Active,"Aug 19, 2021",2015-09-10,2,1,USA,California,Pilsner,Bohemian / Czech,"The Heiress is our take on a classic Bohemian pilsner. Refreshing and effervescent with a snow-white head, its earthy and floral with a clean, bitter finish. It’s the perfect beer for fans of traditional pilsners…and for converting people whose only reference-point for pilsners are the adjunct versions sold 24 to a box."
Pilsner,81,Reuben's Brews,Pilsner - Bohemian / Czech,38,3.88,/beer/profile/29693/295267/,5.4,87.0,17392,11.6,Washington,Active,"Mar 31, 2022",2017-08-06,1,1,USA,Washington,Pilsner,Bohemian / Czech,None
Bobo Pivo,82,Liquid Riot Bottling Company,Pilsner - Bohemian / Czech,11,3.98,/beer/profile/31515/234249/,4.8,88.0,14549,11.31,Maine,Active,"Sep 27, 2020",2016-06-07,0,1,USA,Maine,Pilsner,Bohemian / Czech,"Classic Czech-style Pilsner brewed for Novare Res. Clean, crisp, balanced, and refreshing."
Pilsner,83,Steamworks Brewing Company,Pilsner - Bohemian / Czech,125,3.84,/beer/profile/3449/23192/,5.0,86.0,19364,9.64,British Columbia,Active,"Jun 06, 2021",2005-04-15,6,30,Canada,British Columbia,Pilsner,Bohemian / Czech,None
Ice,84,Modern Times Beer,Pilsner - Bohemian / Czech,122,3.84,/beer/profile/31987/223174/,4.7,86.0,19363,10.94,California,Active,"Feb 21, 2022",2016-04-05,1,16,USA,California,Pilsner,Bohemian / Czech,"The flavor: cold. The crushability: maximum. Ice was our very first pils, and it brings the noise. Hopped with Czech Saaz hops before, like, so many weeks of lagering, Ice packs the flavor of the mighty San Diego mountains into a compact, low-ABV package."
ViaEmilia,85,Birrificio Del Ducato,Pilsner - Bohemian / Czech,69,3.85,/beer/profile/16043/39445/,4.8,87.0,18803,7.01,Italy,Active,"Apr 11, 2022",2007-11-03,3,9,Italy,,Pilsner,Bohemian / Czech,None
Failsafe,86,Woven Water Brewing Company,Pilsner - Bohemian / Czech,11,3.97,/beer/profile/59730/531629/,4.8,88.0,14849,4.79,Florida,Active,Wednesday at 11:57 PM,2021-01-24,0,0,USA,Florida,Pilsner,Bohemian / Czech,Unfiltered traditional Czech-style Pilsner brewed with 100% Barke Pilsner malt and hopped exclusively with noble Czech Saaz hops.
Bohemian Rapids Czech Pilsner,87,Iowa Brewing Company,Pilsner - Bohemian / Czech,15,3.93,/beer/profile/45942/324977/,5.2,88.0,15793,9.41,Iowa,Active,"Nov 21, 2020",2018-01-31,0,2,USA,Iowa,Pilsner,Bohemian / Czech,"This Bohemian classic showcases the noble hop varietal Saaz and its distinctive earthy, herbal and spicy flavor, Bright, crisp and hop forward. A perfect lager for the craft beer fan. Brewed for you in the City of Five Seasons. Na zdravi!  42 IBU"
Pin High,88,Market Garden Brewpub & Brewery,Pilsner - Bohemian / Czech,10,3.98,/beer/profile/25957/485960/,4.8,88.0,14654,7.79,Ohio,Active,"Mar 27, 2022",2020-05-24,0,0,USA,Ohio,Pilsner,Bohemian / Czech,None
The Fragile Kind,89,Aslin Beer Company,Pilsner - Bohemian / Czech,20,3.9,/beer/profile/42560/441242/,4.7,87.0,16687,7.18,Virginia,Active,"May 22, 2022",2019-09-23,0,0,USA,Virginia,Pilsner,Bohemian / Czech,"The Fragile Kind is hopped with Saaz, and has a clear pale color with a cloud-like head. The aroma is clean with a rich sense of malt and spice. Flavor follows the nose with a light-to-medium hop presence. The finish is crisp and clean!"
Teller Pils,90,Vault Brewing Company,Pilsner - Bohemian / Czech,26,3.88,/beer/profile/29971/354606/,4.9,87.0,17351,9.02,Pennsylvania,Active,"Dec 28, 2021",2018-06-26,1,4,USA,Pennsylvania,Pilsner,Bohemian / Czech,None
Eastern Promises,91,Russell Brewing Company,Pilsner - Bohemian / Czech,38,3.86,/beer/profile/4045/109916/,5.0,87.0,18258,9.07,British Columbia,Active,"Sep 17, 2021",2014-01-06,0,8,Canada,British Columbia,Pilsner,Bohemian / Czech,None
Živá Voda,92,Lion Bridge Brewing Company,Pilsner - Bohemian / Czech,14,3.93,/beer/profile/34520/127587/,4.7,88.0,15831,8.4,Iowa,Active,"Sep 04, 2020",2014-07-02,0,2,USA,Iowa,Pilsner,Bohemian / Czech,"Named for the ""living water"" of Czech fairy tales that heals infirmities and counteracts spells. Bohemian Pilsner Malt adds subtle richness and accents of clover honey while the addition of Czech Saaz hops throughout the run-off, long boil, and dry-hop give this beer the distinctive earthiness and spice associated with authentic Pilsners."
Rage Quit,93,Barrel Theory Beer Company,Pilsner - Bohemian / Czech,17,3.91,/beer/profile/49534/334434/,4.7,87.0,16392,7.93,Minnesota,Active,"Jun 20, 2020",2018-03-23,0,1,USA,Minnesota,Pilsner,Bohemian / Czech,None
Bohemian Pilsner,94,Ardent Craft Ales,Pilsner - Bohemian / Czech,10,3.97,/beer/profile/35261/321307/,4.8,88.0,14960,10.58,Virginia,Active,Wednesday at 02:04 AM,2018-01-08,0,0,USA,Virginia,Pilsner,Bohemian / Czech,"Our brewers love drinking lagers, and they’re excited to brew a classic European style right here in RVA. Bohemian Pilsner is a traditional Czech pilsner, brewed with a simple recipe of Czech floor malt, Saaz hops, and a Czech lager yeast. Bo Pils pours a clear golden color with soft mouthfeel, spicy hop notes, and clean finish.  Silver medal winner: 2018 Virginia Craft Beer Cup - Czech Lager"
The Philsner,95,Brookeville Beer Farm,Pilsner - Bohemian / Czech,12,3.94,/beer/profile/43167/242416/,4.5,88.0,15646,6.85,Maryland,Active,"Jun 04, 2022",2016-07-29,0,0,USA,Maryland,Pilsner,Bohemian / Czech,None
Czech Yourself,96,Transient Artisan Ales,Pilsner - Bohemian / Czech,31,3.86,/beer/profile/34258/282691/,5.0,87.0,18198,4.92,Michigan,Active,"Apr 16, 2022",2017-05-20,0,2,USA,Michigan,Pilsner,Bohemian / Czech,None
České Pilsner,97,Hailstorm Brewing Co.,Pilsner - Bohemian / Czech,10,3.96,/beer/profile/34315/399716/,4.4,88.0,15210,6.57,Illinois,Active,"Jan 26, 2022",2019-02-22,0,0,USA,Illinois,Pilsner,Bohemian / Czech,None
Crispy Morning,98,Finback Brewery,Pilsner - Bohemian / Czech,18,3.89,/beer/profile/33901/478459/,5.2,87.0,17080,5.66,New York,Active,"Nov 02, 2021",2020-04-11,0,2,USA,New York,Pilsner,Bohemian / Czech,"With Tettnanger, Blanc and Citra."
Machine Czech Pilz,99,Bunker Brewing Co.,Pilsner - Bohemian / Czech,109,3.82,/beer/profile/28753/92998/,5.2,86.0,20290,10.73,Maine,Active,"May 04, 2022",2013-04-30,6,19,USA,Maine,Pilsner,Bohemian / Czech,"Our flagship lager, our take on a traditional Bohemian Style Pilzner from the Czech Republic. 100% Saaz-hopped. Clean, crisp, biscuity, with a nice earthy, spicy hop finish."
Blue Hen Pilsner,100,Dogfish Head Craft Brewery,Pilsner - Bohemian / Czech,38,3.84,/beer/profile/64/558047/,4.8,86.0,19122,7.81,Delaware,Active,"May 21, 2022",2021-07-08,2,4,USA,Delaware,Pilsner,Bohemian / Czech,"We brewed up a nod to our home state! Blue Hen Pilsner is a crisp and refreshing pilsner brewed with Delaware grown and malted barley from our friends at Proximity Malt, Blue Hen Pilsner is named after our Delaware state bird .. the Blue Hen!"
Poetica 2,1,Hill Farmstead Brewery,Pilsner - German,65,4.5,/beer/profile/22511/357538/,4.9,98.0,401,7.11,Vermont,Active,"Apr 17, 2022",2018-07-12,24,3,USA,Vermont,Pilsner,German,"For this iteration, we brewed Mary with a single decoction mash process, our sourced German Hersbrucker and Spalter hops, and then lagered in a single French oak puncheon in our cooler. After three months of conditioning, the beer was moved to a tank and krausened (as is all of our lager) with fresh fermenting beer to provide natural carbonation. After another two months of further conditioning and slow carbonation, we present you with a beautifully softened, refined, and elevated representation of Mary."
Palatine Pils,2,Suarez Family Brewery,Pilsner - German,222,4.3,/beer/profile/41980/239395/,5.2,95.0,1477,6.51,New York,Active,"May 10, 2022",2016-07-06,47,19,USA,New York,Pilsner,German,None
Slow Pour Pils,3,Bierstadt Lagerhaus,Pilsner - German,122,4.32,/beer/profile/46775/244428/,4.7,95.0,1418,7.87,Colorado,Active,"Jun 02, 2022",2016-08-12,21,4,USA,Colorado,Pilsner,German,North German-style Pils.
Qualify Pils,4,Suarez Family Brewery,Pilsner - German,149,4.23,/beer/profile/41980/247707/,5.5,94.0,2761,7.33,New York,Active,"May 23, 2022",2016-09-05,15,6,USA,New York,Pilsner,German,Our Euro hop-accented unfiltered German-style pils brewed with Tettnang Hallertau and Spalter Select hops.
Mary,5,Hill Farmstead Brewery,Pilsner - German,643,4.11,/beer/profile/22511/88970/,4.75,92.0,5888,8.27,Vermont,Active,"May 05, 2022",2013-01-13,45,54,USA,Vermont,Pilsner,German,"Mary was Edward's mother and our great-grandmother. A German-style pilsner brewed with our well water, American 2-row malt, our favorite German hops, classic German lager yeast."
Cabana Pils,6,Suarez Family Brewery,Pilsner - German,70,4.16,/beer/profile/41980/283272/,4.5,92.0,5152,5.77,New York,Active,"May 13, 2022",2017-05-24,3,0,USA,New York,Pilsner,German,"A wheat pils brewed specifically for the good weather. Subtly hopped with an atypical blend of Styrian Goldings and German Saphir. A nice dry and pale beer with notes of kaffir lime, lime blossoms, and limeade."
Timbo Pils,7,Highland Park Brewery,Pilsner - German,41,4.2,/beer/profile/52228/243109/,5.8,92.0,4700,7.38,California,Active,"Jun 03, 2022",2016-08-02,3,1,USA,California,Pilsner,German,"We took inspiration for this West Coast Hoppy Pilsner from both German Pilsners and West Coast IPAs. We used more German influenced hops in the kettle (Czech Saaz, Opal, and Saphir) which gives the beer a softer bitterness and a nice floral and earthy hop base. We then used Mosaic and Motueka for dry hopping to bring out the tropical west coast flavors of mango, riesling grapes, and passionfruit."
Ayinger Bairisch Pils (Bavarian Pils),8,Ayinger Privatbrauerei,Pilsner - German,271,4.08,/beer/profile/39/184287/,5.3,91.0,7340,9.56,Germany,Active,Sunday at 08:14 PM,2002-09-19,39,33,Germany,,Pilsner,German,"Labeled as Bavarian Pils in the USA.  The Bavarian brewers have been masters in their trade for centuries and therefore also brew excellent pils beers. Indeed it was a Bavarian master brewer that brewed the first beer according to the pilsner method in the town of Pilsen! The glimmering, light-yellow Ayinger Bairisch Pils has the fragrance of aromatic hops from the “Hallertau” region of Bavaria (only these are used in the Ayinger beer specialties!). The beer is highly fermented and therefore smooth on the initial taste sensation, but also mild and sparkling in body. Our pils is accentuated by the floweriness of the hops aroma and has a more pronounced bitterness on swallowing, which quickly fades from the taste buds."
Tannenzäpfle,9,Badische Staatsbrauerei Rothaus,Pilsner - German,629,4.07,/beer/profile/464/17015/,5.1,91.0,7621,12.04,Germany,Active,Sunday at 10:06 PM,2004-04-08,73,118,Germany,,Pilsner,German,"Also called ""Pils""  The Rothaus Tannenzäpfle is the absolute classic among our beers - and has been since 1956. That is why it is also the namesake and figurehead of the Gäpfle family. The best aromatic hops from Tettnang and the Hallertau as well as local malt made from summer barley and the purest spring water from the Black Forest give Rothaus Tannenzäpfle its uniquely spicy and fresh taste."
Prince Percy,10,Maine Beer Company,Pilsner - German,27,4.2,/beer/profile/20681/488697/,5.1,92.0,5587,4.76,Maine,Active,Thursday at 12:49 AM,2020-06-08,1,0,USA,Maine,Pilsner,German,"Aromas of citrus (lemon, lime), fresh cut grass, bread crust, subtle notes of sulfur and underlying floral aromas. Clean with a moderate sweetness and low bitterness."
Luppolo,11,Oxbow Brewing Company,Pilsner - German,137,4.07,/beer/profile/26439/254094/,5.0,91.0,8086,6.88,Maine,Active,"May 08, 2022",2016-10-24,9,11,USA,Maine,Pilsner,German,"Luppolo is an unfiltered dry-hopped pils brewed with European malts and hops.  Named after the Italian word for ""hop,"" this ""Italian-style pils"" is an homage to the hop-forward pale lagers produced in Italy."
Pils,12,Goldfinger Brewing Company,Pilsner - German,24,4.2,/beer/profile/59683/505427/,4.9,92.0,5885,6.9,Illinois,Active,"Mar 22, 2022",2020-09-02,0,0,USA,Illinois,Pilsner,German,"Our Pils is a beautiful representation of German pilsner malt and noble hops. This beer is for the drinker who prefers a little more hop presence with a subtle bite that dissipates smoothly into a depth of floral, herbal, and honey flavor. We pour this beer slowly (be patient, it’s worth it!) over the course of approximately five minutes to allow all of the aromas and flavors to meld into your glass and deliver it to you with a soft pillowy head. The inspiration for this beer comes from Brewer Tom’s unforgettable experience drinking his favorite Pilsner in the German Alps.  30 IBU Step Mash"
Gretel,13,Idle Hands Craft Ales,Pilsner - German,13,4.33,/beer/profile/24802/498684/,4.6,92.0,4789,5.08,Massachusetts,Active,"Mar 30, 2022",2020-07-29,0,1,USA,Massachusetts,Pilsner,German,We brewed Gretel with a very traditional focus using 100% noble hops and a simple grain bill. The result is a snappy Pils with a light grassy character and touches of spice in the finish.
Trail - Nelson,14,Tree House Brewing Company,Pilsner - German,17,4.25,/beer/profile/28743/563508/,5.1,92.0,5605,3.29,Massachusetts,Active,Yesterday at 02:58 AM,2021-08-14,0,0,USA,Massachusetts,Pilsner,German,"Following primary fermentation, this carefully managed batch of Trail received a judicious dose of Nelson Sauvin hops, a unique variety of hop developed and grown in New Zealand.  This treatment elevates the flavor profile, presenting with notes of grassy citrus, crisp white wine, and dank berries atop a zippy and completely crushable base beer.  Refined and dutifully executed, Trail - Nelson is certain to quench your thirst!"
Prima Pils,15,Victory Brewing Company - Downingtown,Pilsner - German,5489,4.02,/beer/profile/345/1010/,5.3,90.0,9993,11.94,Pennsylvania,Active,Yesterday at 03:49 AM,2001-07-27,330,952,USA,Pennsylvania,Pilsner,German,"Prima! It’s a German exclamation of joy. It’s a recognition of accomplishment. It’s what escaped from our lips the first time we sampled this mighty pilsner recipe. With heaps of whole flower European hops and fine German malts, we achieved the bracing herbal bite and smooth malt flavor that we sought. Prima… an exclamation of Victory! Prost!  44 IBU"
